Content/Graphics/tileSets/12x12x3 - tileSet.png
20;20
22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22
22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22
22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22
22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22
22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22
22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22
22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22
22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22
22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22
22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22
22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22
22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22
22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22
22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22
22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22
22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22
22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22
22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22
22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22
22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22
